Project ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,Project QLICI Amount,Estimated Total Project Cost,City,Standard_City,State,Standard_State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract Project
IA0052,19113002700,Metropolitan,2017,"Central States Development Partners, Inc.","$1,855,792.00 ","$1,855,792.00 ",Cedar Rapids,Cedar Rapids,IA,Iowa,52401,Business Financing,SPE,NO,NO
IA0053,19153001100,Metropolitan,2017,Harbor Bankshares Corporation,"$1,715,000.00 ","$1,715,000.00 ",Des Moines,Des Moines,IA,Iowa,50317,Business Financing,NRE,NO,YES
IA0054,19163010900,Metropolitan,2017,Multi-CDE Project,"$18,760,000.00 ","$30,500,000.00 ",Davenport,Davenport,IA,Iowa,52801,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IA0055,19087970300,Non-Metropolitan,2017,Iowa Community Development LC,"$8,428,000.00 ","$12,145,500.00 ",Mt. Pleasant,Mount Pleasant,IA,Iowa,52641,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
ID0001,16001000100,Metropolitan,2005,Zions Community Investment Corp.,"$284,000.00 ","$355,000.00 ",Boise,Boise,ID,Idaho,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0002,16001001100,Metropolitan,2006,Zions Community Investment Corp.,"$813,600.00 ","$904,500.00 ",Boise,Garden City,ID,Idaho,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0003,16001000100,Metropolitan,2010,Zions Community Investment Corp.,"$512,500.00 ","$1,033,000.00 ",Boise,Boise,ID,Idaho,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0004,16001000100,Metropolitan,2007,Key Community Development New Markets LLC,"$273,500.00 ","$547,000.00 ",Boise,Boise,ID,Idaho,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0005,16001001100,Metropolitan,2006,Zions Community Investment Corp.,"$298,000.00 ","$372,655.00 ",Boise,Garden City,ID,Idaho,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0006,16001000100,Metropolitan,2006,Zions Community Investment Corp.,"$570,000.00 ","$837,913.00 ",Boise,Boise,ID,Idaho,83702,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
ID0007,16001000100,Metropolitan,2009,Zions Community Investment Corp.,"$480,000.00 ","$600,000.00 ",Boise,Boise,ID,Idaho,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0008,16001000100,Metropolitan,2009,Zions Community Investment Corp.,"$107,500.00 ","$215,000.00 ",Boise,Boise,ID,Idaho,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0009,16001000100,Metropolitan,2005,Key Community Development New Markets LLC,"$3,375,000.00 ","$4,089,000.00 ",Boise,Boise,ID,Idaho,83702,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ID0010,16001000100,Metropolitan,2005,Zions Community Investment Corp.,"$752,000.00 ","$940,000.00 ",Boise,Boise,ID,Idaho,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0011,16001002000,Metropolitan,2006,Key Community Development New Markets LLC,"$4,600,000.00 ","$5,360,000.00 ",Boise,Boise,ID,Idaho,83706,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
ID0012,16067970200,Non-Metropolitan,2009,Zions Community Investment Corp.,"$975,000.00 ","$1,250,000.00 ",Burley,Burley,ID,Idaho,83318,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0013,16027021500,Metropolitan,2004,Key Community Development New Markets LLC,"$361,000.00 ","$425,000.00 ",Caldwell,Caldwell,ID,Idaho,83605,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0014,16027021700,Metropolitan,2004,Key Community Development New Markets LLC,"$5,000,000.00 ","$12,800,000.00 ",Caldwell,Caldwell,ID,Idaho,83605,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0015,16055000900,Non-Metropolitan,2005,Zions Community Investment Corp.,"$625,000.00 ","$775,000.00 ",Couer DAlene,Coeur D Alene,ID,Idaho,83814,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0016,16001001100,Metropolitan,2006,Key Community Development New Markets LLC,"$635,800.00 ","$798,000.00 ",Garden City,Garden City,ID,Idaho,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0017,16001001100,Metropolitan,2005,Zions Community Investment Corp.,"$648,000.00 ","$810,000.00 ",Garden City,Garden City,ID,Idaho,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0018,16001001100,Metropolitan,2005,Zions Community Investment Corp.,"$300,000.00 ","$437,000.00 ",Garden City,Garden City,ID,Idaho,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0019,16001001100,Metropolitan,2004,Key Community Development New Markets LLC,"$745,000.00 ","$954,691.00 ",Garden City,Garden City,ID,Idaho,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0020,16019970700,Non-Metropolitan,2010,Key Community Development New Markets LLC,"$2,000,000.00 ","$3,082,477.00 ",Idaho Falls,Idaho Falls,ID,Idaho,83402,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0021,16079960300,Non-Metropolitan,2006,Zions Community Investment Corp.,"$187,500.00 ","$250,000.00 ",Kellogg,Kellogg,ID,Idaho,83837,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0022,16027020200,Metropolitan,2006,Key Community Development New Markets LLC,"$900,000.00 ","$962,192.00 ",Nampa,Nampa,ID,Idaho,83687,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
ID0023,16005000800,Metropolitan,2008,Key Community Development New Markets LLC,"$1,065,000.00 ","$1,450,000.00 ",Pocatello,Pocatello,ID,Idaho,83201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0024,16083001200,Non-Metropolitan,2005,Zions Community Investment Corp.,"$800,000.00 ","$800,000.00 ",Twin Falls,Twin Falls,ID,Idaho,83301,Business Financing,NRE,NO,NO
ID0025,16055000900,Non-Metropolitan,2012,Multi-CDE Project,"$9,370,000.00 ","$9,420,000.00 ",Coeur D Alene,Coeur D Alene,ID,Idaho,83815,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
ID0026,16055000900,Non-Metropolitan,2012,Montana Community Development Corporation,"$10,961,000.00 ","$11,418,523.00 ",Couer d'Alene,Coeur D Alene,ID,Idaho,83814,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0027,16065950400,Non-Metropolitan,2013,Montana Community Development Corporation,"$12,432,000.00 ","$13,482,000.00 ",Rexburg,Rexburg,ID,Idaho,83440,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0028,16001001100,Metropolitan,2005,Zions Community Investment Corp.,"$275,000.00 ","$344,000.00 ",Garden City,Garden City,ID,Idaho,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0029,16005000600,Metropolitan,2014,Montana Community Development Corporation,"$20,160,000.00 ","$25,955,002.00 ",Pocatello,Pocatello,ID,Idaho,83201,Business Financing,SPE,NO,NO
ID0030,16011950100,Non-Metropolitan,2014,Montana Community Development Corporation,"$15,168,000.00 ","$23,347,923.00 ",Shelley,Shelley,ID,Idaho,83274,Business Financing,NRE,NO,NO
ID0031,16027020200,Metropolitan,2015,"Hampton Roads Ventures, LLC","$5,880,000.00 ","$5,880,000.00 ",Nampa,Nampa,ID,Idaho,83687,Business Financing,NRE,NO,NO
ID0032,16027021200,Metropolitan,2017,Montana Community Development Corporation,"$26,208,000.00 ","$36,990,855.00 ",Caldwell,Caldwell,ID,Idaho,83605,Business Financing,SPE,NO,NO
ID0033,16065950301,Non-Metropolitan,2016,Montana Community Development Corporation,"$31,008,000.00 ","$40,018,520.00 ",Rexburg,Rexburg,ID,Idaho,83440,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0001,17119402600,Metropolitan,2009,"HEDC New Markets, Inc","$4,900,000.00 ","$6,880,800.00 ",Alton,Alton,IL,Illinois,62002,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0002,17089853200,Metropolitan,2007,IFF,"$1,000,000.00 ","$6,959,675.00 ",Aurora,Aurora,IL,Illinois,60506,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0003,17101880900,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$11,816,586.00 ","$14,097,179.00 ",Bridgeport,Bridgeport,IL,Illinois,62417,Business Financing,NRE,NO,NO
IL0004,17057953400,Non-Metropolitan,2010,Chase New Markets Corporation,"$11,500,000.00 ","$11,500,000.00 ",Canton,Canton,IL,Illinois,61520,Business Financing,NRE,NO,NO
IL0005,17077010900,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,768,300.00 ","$3,004,300.00 ",Carbondale,Carbondale,IL,Illinois,62901,Business Financing,NRE,NO,NO
IL0006,17121952700,Metropolitan,2006,Peoples Economic Development Corporation,"$125,011.26 ","$377,687.00 ",CENTRALIA,Centralia,IL,Illinois,62801,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0007,17121952500,Metropolitan,2006,Peoples Economic Development Corporation,"$1,356,750.00 ","$1,356,750.00 ",CENTRALIA,Centralia,IL,Illinois,62801,Business Financing,NRE,NO,NO
IL0008,17121952700,Metropolitan,2005,Peoples Economic Development Corporation,"$1,846,993.91 ","$1,846,993.91 ",CENTRALIA,Centralia,IL,Illinois,62801,Business Financing,NRE,NO,NO
IL0010,17121952700,Metropolitan,2007,Peoples Economic Development Corporation,"$334,375.00 ","$600,000.00 ",Centralia,Centralia,IL,Illinois,62801,Business Financing,NRE,NO,NO
IL0011,17019000700,Metropolitan,2007,IFF,"$720,123.36 ","$1,300,000.00 ",Champaign,Champaign,IL,Illinois,61820,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0012,17031839100,Metropolitan,2010,Chase Community Development Corporation,"$9,500,000.00 ","$9,500,000.00 ",Chicago,Chicago,IL,Illinois,60602,Other Financing Purpose,CDE,NO,NO
IL0013,17031491000,Metropolitan,2007,"Urban Development Fund, LLC","$3,200,000.00 ","$4,764,425.00 ",Chicago,Chicago,IL,Illinois,60628,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0014,17031500200,Metropolitan,2009,Chicago Development Fund,"$5,880,000.00 ","$6,697,472.00 ",CHICAGO,Chicago,IL,Illinois,60628,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0015,17031833300,Metropolitan,2009,"National New Markets Tax Credit Fund, Inc","$820,000.00 ","$2,100,000.00 ",Chicago,Chicago,IL,Illinois,60607,Business Financing,NRE,NO,NO
IL0017,17031530300,Metropolitan,2010,Multi-CDE Project,"$60,870,000.00 ","$71,209,262.00 ",CHICAGO,Chicago,IL,Illinois,60643,Business Financing,NRE,YES,YES
IL0018,17031470100,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ","$2,000,000.00 ",Chicago,Chicago,IL,Illinois,60619,Business Financing,NRE,NO,NO
IL0019,17031750100,Metropolitan,2004,IFF,"$810,000.00 ","$850,000.00 ",Chicago,Chicago,IL,Illinois,60643,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0022,17031842600,Metropolitan,2006,Community Reinvestment Fund New Markets I LP,"$2,500,000.00 ","$11,600,000.00 ",Chicago,Chicago,IL,Illinois,60609,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0023,17031292500,Metropolitan,2010,Chicago Development Fund,"$4,802,000.00 ","$4,802,000.00 ",CHICAGO,Chicago,IL,Illinois,60623,Business Financing,NRE,NO,NO
IL0024,17031280400,Metropolitan,2007,IFF,"$852,948.00 ","$1,000,000.00 ",Chicago,Chicago,IL,Illinois,60612,Other Financing Purpose,RE,NO,NO
IL0025,17031310800,Metropolitan,2009,Chase New Markets Corporation,"$3,948,000.00 ","$6,436,000.00 ",Chicago,Chicago,IL,Illinois,60608,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0026,17031310800,Metropolitan,2006,IFF,"$595,034.00 ","$603,296.00 ",Chicago,Chicago,IL,Illinois,60608,Other Financing Purpose,RE,NO,NO
IL0028,17031160700,Metropolitan,2010,Community Reinvestment Fund New Markets I LP,"$1,036,458.00 ","$3,271,547.00 ",Chicago,Chicago,IL,Illinois,60618,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0029,17031840700,Metropolitan,2007,Great Lakes Region Sustainability Funds LLC,"$1,201,892.00 ","$1,891,298.00 ",Chicago,Chicago,IL,Illinois,60608,Business Financing,NRE,NO,NO
IL0030,17031301100,Metropolitan,2005,"Community Revitalization Fund, Inc.","$903,039.00 ","$903,039.00 ",CHICAGO,Chicago,IL,Illinois,60623,Business Financing,NRE,NO,NO
IL0031,17031210501,Metropolitan,2007,Great Lakes Region Sustainability Funds LLC,"$8,494,848.00 ","$10,157,838.00 ",Chicago,Chicago,IL,Illinois,60641,Business Financing,NRE,NO,NO
IL0032,17031843000,Metropolitan,2008,"National City New Market Fund, Inc.","$4,875,000.00 ","$9,923,496.00 ",Chicago,Chicago,IL,Illinois,60624,Other Financing Purpose,NRE,NO,NO
IL0033,17031230800,Metropolitan,2005,IFF,"$356,250.00 ","$378,000.00 ",Chicago,Chicago,IL,Illinois,60647,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0034,17031081700,Metropolitan,2006,Multi-CDE Project,"$7,368,924.56 ","$10,912,134.00 ",Chicago,Chicago,IL,Illinois,60610,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,YES
IL0036,17031520500,Metropolitan,2008,Chase New Markets Corporation,"$840,000.00 ","$1,050,000.00 ",Chicago,Chicago,IL,Illinois,60617,Business Financing,NRE,NO,NO
IL0037,17031260100,Metropolitan,2005,"Bethel New Life, Inc","$156,291.00 ","$1,191,482.00 ",Chicago,Chicago,IL,Illinois,60624,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IL0038,17031839900,Metropolitan,2011,Multi-CDE Project,"$12,340,000.00 ","$28,192,586.00 ",Chicago,Chicago,IL,Illinois,60609,Business Financing,NRE,YES,NO
IL0039,17031260100,Metropolitan,2006,"Bethel New Life, Inc","$37,653.28 ","$455,000.00 ",Chicago,Chicago,IL,Illinois,60624,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
IL0040,17031290900,Metropolitan,2008,"Bethel New Life, Inc","$468,644.00 ","$2,103,881.00 ",Chicago,Chicago,IL,Illinois,60623,Real Estate – Construction–Housing-Single Family,RE,NO,YES
IL0041,17031260100,Metropolitan,2008,"Bethel New Life, Inc","$756,000.00 ","$2,106,840.00 ",Chicago,Chicago,IL,Illinois,60624,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
IL0042,17031210501,Metropolitan,2008,Citibank NMTC Corporation,"$13,500,000.00 ","$14,426,007.00 ",CHICAGO,Chicago,IL,Illinois,60618,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0043,17031210501,Metropolitan,2009,Community Reinvestment Fund New Markets I LP,"$894,054.00 ","$1,693,000.00 ",Chicago,Chicago,IL,Illinois,60618,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0044,17031260200,Metropolitan,2005,"Bethel New Life, Inc","$1,349,885.00 ","$5,049,885.00 ",Chicago,Chicago,IL,Illinois,60624,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0045,17031260200,Metropolitan,2006,"Bethel New Life, Inc","$623,000.00 ","$623,000.00 ",Chicago,Chicago,IL,Illinois,60624,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0046,17031260200,Metropolitan,2009,"Bethel New Life, Inc","$250,000.00 ","$400,000.00 ",Chicago,Chicago,IL,Illinois,60624,Business Financing,NRE,NO,NO
IL0047,17031831200,Metropolitan,2007,IFF,"$153,807.84 ","$154,000.00 ",Chicago,Chicago,IL,Illinois,60639,Other Financing Purpose,RE,NO,NO
IL0048,17031570200,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$7,850,000.00 ","$7,850,000.00 ",Chicago,Chicago,IL,Illinois,63132,Business Financing,NRE,NO,NO
IL0049,17031390200,Metropolitan,2010,Community Reinvestment Fund New Markets I LP,"$1,515,312.50 ","$11,134,604.00 ",Chicago,Chicago,IL,Illinois,60653,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IL0050,17031260300,Metropolitan,2008,Self-Help Ventures Fund,"$1,000,000.00 ","$1,937,402.00 ",Chicago,Chicago,IL,Illinois,60624,Business Financing,NRE,NO,NO
IL0051,17031260300,Metropolitan,2005,"Bethel New Life, Inc","$673,517.00 ","$1,951,091.00 ",Chicago,Chicago,IL,Illinois,60624,Real Estate – Rehabilitation–Housing - Multi Family,RE,NO,NO
IL0052,17031830700,Metropolitan,2008,"Banc of America CDE, LLC","$10,000,000.00 ","$68,024,836.00 ",Chicago,Chicago,IL,Illinois,60641,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0053,17031260200,Metropolitan,2007,"Bethel New Life, Inc","$780,000.00 ","$983,822.00 ",Chicago,Chicago,IL,Illinois,60624,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0055,17031830700,Metropolitan,2008,Multi-CDE Project,"$25,000,000.00 ","$60,675,708.00 ",Chicago,Chicago,IL,Illinois,60640,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
IL0056,17031842600,Metropolitan,2010,Chicago Development Fund,"$6,958,000.00 ","$23,120,606.00 ",CHICAGO,Chicago,IL,Illinois,60609,Business Financing,NRE,NO,NO
IL0057,17031251800,Metropolitan,2007,"Bethel New Life, Inc","$525,800.00 ","$525,800.00 ",Chicago,Chicago,IL,Illinois,60644,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IL0058,17031830700,Metropolitan,2007,IFF,"$285,000.00 ","$730,000.00 ",Chicago,Chicago,IL,Illinois,60640,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0059,17031830700,Metropolitan,2009,IFF,"$950,000.00 ","$1,135,000.00 ",Chicago,Chicago,IL,Illinois,60640,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0061,17031031200,Metropolitan,2005,Multi-CDE Project,"$2,600,000.00 ","$2,600,000.00 ",Chicago,Chicago,IL,Illinois,60645,Business Financing,CDE,YES,NO
IL0062,17031843600,Metropolitan,2010,"Stonehenge Community Development, LLC","$12,000,000.00 ","$12,000,000.00 ",Chicago,Chicago,IL,Illinois,60615,Business Financing,NRE,NO,NO
IL0063,17031251100,Metropolitan,2010,"Bethel New Life, Inc","$650,000.00 ","$650,000.00 ",Chicago,Chicago,IL,Illinois,60651,Real Estate – Rehabilitation – Housing -Single Family,RE,NO,NO
IL0064,17031836700,Metropolitan,2009,Chicago Development Fund,"$9,114,000.00 ","$10,127,160.00 ",CHICAGO,Chicago,IL,Illinois,60612,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0065,17031252201,Metropolitan,2009,Multi-CDE Project,"$30,100,000.00 ","$31,067,845.00 ",CHICAGO,Chicago,IL,Illinois,60644,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
IL0066,17031320400,Metropolitan,2010,Great Lakes Region Sustainability Funds LLC,"$4,308,484.44 ","$15,400,000.00 ",Chicago,Chicago,IL,Illinois,60605,Business Financing,NRE,NO,NO
IL0067,17031031100,Metropolitan,2008,NAB Bank,"$1,680,000.00 ","$1,680,000.00 ",Chicago,Chicago,IL,Illinois,60640,Business Financing,CDE,NO,NO
IL0068,17031251900,Metropolitan,2010,Chicago Development Fund,"$6,370,000.00 ","$6,370,100.00 ",CHICAGO,Chicago,IL,Illinois,60644,Business Financing,NRE,NO,NO
IL0069,17031320600,Metropolitan,2007,Citibank NMTC Corporation,"$2,246,517.00 ","$2,670,375.00 ",CHICAGO,Chicago,IL,Illinois,60605,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0070,17031251400,Metropolitan,2008,"Bethel New Life, Inc","$54,000.00 ","$2,104,000.00 ",Chicago,Chicago,IL,Illinois,60644,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IL0071,17031320600,Metropolitan,2007,"Hospitality Fund II, LLC","$39,700,000.00 ","$125,000,000.00 ",Chicago,Chicago,IL,Illinois,60605,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0072,17031831500,Metropolitan,2010,Chicago Development Fund,"$10,976,000.00 ","$18,253,897.00 ",CHICAGO,Elmwood Park,IL,Illinois,60707,Business Financing,NRE,NO,NO
IL0073,17031491100,Metropolitan,2007,IFF,"$521,347.00 ","$521,348.00 ",Chicago,Chicago,IL,Illinois,60628,Other Financing Purpose,RE,NO,NO
IL0074,17031841800,Metropolitan,2009,Chicago Development Fund,"$21,070,000.00 ","$24,420,528.00 ",CHICAGO,Chicago,IL,Illinois,60619,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0075,17031661000,Metropolitan,2007,Community Reinvestment Fund New Markets I LP,"$1,998,000.00 ","$46,042,341.00 ",Chicago,Chicago,IL,Illinois,60629,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IL0077,17031834200,Metropolitan,2007,"National New Markets Tax Credit Fund, Inc","$12,000,000.00 ","$12,000,000.00 ",Chicago,Chicago,IL,Illinois,60649,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0078,17031461000,Metropolitan,2007,IFF,"$1,000,000.00 ","$5,572,500.00 ",Chicago,Chicago,IL,Illinois,60617,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0079,17031843000,Metropolitan,2008,Multi-CDE Project,"$23,886,498.00 ","$48,864,563.00 ",CHICAGO,Chicago,IL,Illinois,60624,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IL0081,17031828900,Metropolitan,2004,IFF,"$180,000.00 ","$190,000.00 ",Chicago Heights,Chicago Heights,IL,Illinois,60411,Other Financing Purpose,RE,NO,NO
IL0082,17031824400,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,316,000.00 ","$2,316,000.00 ",Crestwood,Midlothian,IL,Illinois,60445,Business Financing,NRE,NO,NO
IL0083,17183000100,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$825,000.00 ","$825,000.00 ",Dansville,Danville,IL,Illinois,61832,Business Financing,NRE,NO,NO
IL0084,17183011200,Non-Metropolitan,2008,"National New Markets Tax Credit Fund, Inc","$300,000.00 ","$840,000.00 ",Danville,Danville,IL,Illinois,61834,Business Financing,NRE,NO,NO
IL0085,17115003100,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$11,747,000.00 ","$12,772,828.21 ",Decatur,Decatur,IL,Illinois,62524,Business Financing,NRE,NO,NO
IL0086,17115002100,Metropolitan,2005,"Community Development Funding, LLC","$854,000.00 ","$1,200,000.00 ",Decatur,Decatur,IL,Illinois,62526,Business Financing,NRE,NO,NO
IL0087,17115002000,Metropolitan,2005,IFF,"$600,000.00 ","$1,145,000.00 ",Decatur,Decatur,IL,Illinois,62526,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0088,17163504600,Metropolitan,2009,IFF,"$105,000.00 ","$135,900.00 ",East St. Louis,East Saint Louis,IL,Illinois,62201,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IL0089,17191955200,Non-Metropolitan,2007,Peoples Economic Development Corporation,"$600,000.00 ","$600,000.00 ",Fairfield,Fairfield,IL,Illinois,62837,Business Financing,NRE,NO,NO
IL0091,17191955200,Non-Metropolitan,2005,Peoples Economic Development Corporation,"$72,325.00 ","$100,000.00 ",FAIRFIELD,Fairfield,IL,Illinois,62837,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0092,17191955200,Non-Metropolitan,2005,Peoples Economic Development Corporation,"$285,679.00 ","$285,679.00 ",FAIRFIELD,Fairfield,IL,Illinois,62837,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0094,17163502404,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$1,500,000.00 ","$9,000,000.00 ",Fairview Heights,Fairview Heights,IL,Illinois,62208,Business Financing,NRE,NO,NO
IL0095,17165955900,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$1,000,000.00 ","$1,000,000.00 ",Harrisburg,Harrisburg,IL,Illinois,62946,Business Financing,NRE,NO,NO
IL0096,17165956000,Non-Metropolitan,2010,Peoples Economic Development Corporation,"$2,300,000.00 ","$2,500,000.00 ",HARRISBURG,Harrisburg,IL,Illinois,62946,Business Financing,NRE,NO,NO
IL0097,17031827400,Metropolitan,2007,IFF,"$694,132.83 ","$750,000.00 ",Harvey,Harvey,IL,Illinois,60426,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0098,17137952000,Non-Metropolitan,2007,IFF,"$1,000,000.00 ","$1,082,000.00 ",Jacksonville,Jacksonville,IL,Illinois,62650,Business Financing,RE,NO,NO
IL0099,17029000400,Non-Metropolitan,2004,"Community Revitalization Fund, Inc.","$769,535.00 ","$769,535.00 ",MATTOON,Mattoon,IL,Illinois,61938,Business Financing,NRE,NO,NO
IL0100,17161022300,Metropolitan,2010,Multi-CDE Project,"$29,826,000.00 ","$33,149,006.00 ",Moline,Moline,IL,Illinois,61265,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
IL0101,17161022300,Metropolitan,2007,IFF,"$451,000.00 ","$451,000.00 ",Moline,Moline,IL,Illinois,51266,Other Financing Purpose,RE,NO,NO
IL0102,17081051100,Non-Metropolitan,2009,Peoples Economic Development Corporation,"$582,973.64 ","$1,000,000.00 ",Mount Vernon,Mount Vernon,IL,Illinois,62864,Business Financing,RE,NO,NO
IL0104,17081051000,Non-Metropolitan,2007,Peoples Economic Development Corporation,"$200,000.00 ","$400,000.00 ",Mount Vernon,Mount Vernon,IL,Illinois,62864,Business Financing,NRE,NO,NO
IL0105,17081051000,Non-Metropolitan,2007,Peoples Economic Development Corporation,"$425,000.00 ","$850,000.00 ",Mt Vernon,Mount Vernon,IL,Illinois,62864,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0106,17081051100,Non-Metropolitan,2008,Peoples Economic Development Corporation,"$402,000.00 ","$474,000.00 ",Mt Vernon,Mount Vernon,IL,Illinois,62864,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0107,17081051100,Non-Metropolitan,2006,Peoples Economic Development Corporation,"$1,109,046.92 ","$1,109,046.92 ",MT VERNON,Mount Vernon,IL,Illinois,62864,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
